name,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
Verve,http://www.yelp.com/biz/verve-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,37,4,"I moved to Pittsburgh almost 2 years ago and tried numerous salons. I had difficulty finding a place that I felt actually knew how to deal with my curly,...",Downtown,40.44305094,-80.0023663,active,active
Vietnam's Pho,http://www.yelp.com/biz/vietnams-pho-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,110,3.5,"Don't be daunted by the barren, unfinished storefront-this place has great food. 

When you walk in, it looks like you're in for food of questionable...",Strip District,40.44945145,-79.98692322,vietnamese,food
Wang's Kitchen,http://www.yelp.com/biz/wangs-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4,"Very reliable for prompt delivery and accuracy.
The food is essentially the same as any other chinese take-out placein the city. However, it is consistently...",,40.38275528,-79.97650909,chinese,food
Wesley's Delicatessen & Catering,http://www.yelp.com/biz/wesleys-delicatessen-and-catering-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,"I just came back from Wesley's and boy, was I impressed all around! The owner and staff was incredibly nice! They offered me a sample of their Manhattan...",Downtown,40.4394913,-80.0009384,sandwiches,food
Wild Card,http://www.yelp.com/biz/wild-card-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,57,4.5,"Wildcard has become my go-to place for cards, stationary, and unique gifts. It's an absolute must-visit in Lawrenceville!

The shop itself is really cute,...",Lawrenceville,40.4705696,-79.9606628,shopping,shopping
Wing Fat Hong Oriental Food Market,http://www.yelp.com/biz/wing-fat-hong-oriental-food-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,3,"Dear Wing Fat Hong Oriental Food Market- I love the new store across the street on 23rd and Penn. It has wider aisles, and the same quality and quantity of...",Strip District,40.4529,-79.981789,ethnicmarkets,food
Ya Fei Restaurant,http://www.yelp.com/biz/ya-fei-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4,"I WOULD GIVE THIS PLACE 10 STARS IF I COULD!

I honestly can not say enough AWESOME things about this restaurant and their impeccable service. 
My very...",,40.452805,-80.168932,sushi,food
Yeung's House,http://www.yelp.com/biz/yeungs-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,Delicious!  We've tried several different dishes and they have all been great.  Good prices on the lunch specials as well.,West View,40.520657,-80.03334,chinese,food
Yoga Flow,http://www.yelp.com/biz/yoga-flow-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"i was introduced to yoga flow by a friend and wasn't sure what to expect. i practice yoga mainly at home, so a studio was quite new to me. i took my first...",Shadyside,40.45121,-79.9341507,active,active
Yovi's,http://www.yelp.com/biz/yovis-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4.5,"I grew up on the south side of Chicago. Yovi's is absolutely the real deal. I heard about the place through, of all Pittsburgh things, a Rick Sebak...",Downtown,40.44130908,-80.00280082,sandwiches,food
Yuva India Kitchen + Bar,http://www.yelp.com/biz/yuva-india-kitchen-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,3,"Excellent lunch plate. We got the plates that included the Vindaloo and Butter Chicken respectively. Tons of flavor, generous portion, fast service and...",Oakland,40.44477,-79.94888,indpak,food
Zeke's Coffee,http://www.yelp.com/biz/zekes-coffee-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,47,4.5,"Zeke's Coffee... It's the best!

A while back I started noticing that my favorite local coffee shops were all using Zeke's. During a recent visit to...",East Liberty,40.461502,-79.923988,coffee,food
